Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,Revenue
574891,22366,DOORMAT AIRMAIL ,1,2011-11-07 14:28:00,8.25,14606.0,United Kingdom,8.25
509476,21945,STRAWBERRIES  DESIGN FLANNEL ,12,2010-05-24 11:21:00,0.72,17448.0,United Kingdom,8.64
556906,21792,CLASSIC FRENCH STYLE BASKET GREEN ,2,2011-06-15 13:07:00,3.95,12843.0,United Kingdom,7.9
571965,21242,RED RETROSPOT PLATE ,4,2011-10-20 10:41:00,1.69,17238.0,United Kingdom,6.76
552574,21670,BLUE SPOT CERAMIC DRAWER KNOB,96,2011-05-10 12:20:00,1.06,15311.0,United Kingdom,101.76
490013,16161U,"WRAP,SUKI AND FRIENDS",25,2009-12-03 12:27:00,0.42,17069.0,United Kingdom,10.5
494814,90098,NECKLACE+BRACELET PINK BUTTERFLY,1,2010-01-19 09:05:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
503426,84795C,OCEAN STRIPE HAMMOCK ,1,2010-03-31 17:28:00,16.98,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,16.98
537738,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2010-12-08 11:02:00,1.25,17706.0,United Kingdom,15.0
547052,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2011-03-20 12:07:00,1.95,18225.0,United Kingdom,3.9
553718,21086,SET/6 RED SPOTTY PAPER CUPS,7,2011-05-18 16:14:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,11.41
563253,22439,6 ROCKET BALLOONS ,1,2011-08-15 12:04:00,0.65,15218.0,United Kingdom,0.65
566482,21116,OWL DOORSTOP,3,2011-09-13 09:43:00,4.95,16609.0,United Kingdom,14.850000000000001
506438,21192,WHITE BELL HONEYCOMB PAPER ,2,2010-04-29 15:42:00,1.65,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.3
540418,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,2,2011-01-07 11:04:00,8.47,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,16.94
500093,21383,PACK OF 12 STICKY BUNNIES,3,2010-03-04 12:13:00,0.65,15910.0,United Kingdom,1.9500000000000002
556108,21415,CLAM SHELL SMALL ,1,2011-06-08 17:59:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
573747,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-01 09:14:00,4.25,13697.0,United Kingdom,17.0
493073,20867,PINK ROSE FABRIC MIRROR,1,2009-12-22 09:41:00,2.57,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.57
575504,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-11-10 10:29:00,1.69,14895.0,United Kingdom,20.28
524014,21989,PACK OF 20 SKULL PAPER NAPKINS,24,2010-09-27 09:55:00,0.85,16592.0,United Kingdom,20.4
571046,22616,PACK OF 12 LONDON TISSUES ,1,2011-10-13 13:35:00,0.39,18096.0,United Kingdom,0.39
557112,22386,JUMBO BAG PINK POLKADOT,1,2011-06-16 16:31:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
495507,22415,WHITE TISSUE REAM,1,2010-01-25 13:22:00,7.95,14514.0,United Kingdom,7.95
548308,21718,RED METAL BEACH SPADE ,3,2011-03-30 12:00:00,1.25,17220.0,United Kingdom,3.75
560434,22551,PLASTERS IN TIN SPACEBOY,1,2011-07-18 15:56:00,3.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.29
492751,84509A,ENGLISH ROSE PLACEMATS,6,2009-12-18 13:46:00,3.75,15768.0,United Kingdom,22.5
501291,21440,12 MINI TOADSTOOL PEGS,1,2010-03-15 15:33:00,1.25,14343.0,United Kingdom,1.25
544684,22670,FRENCH WC SIGN BLUE METAL,1,2011-02-22 16:32:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.46
566720,23173,REGENCY TEAPOT ROSES ,4,2011-09-14 12:42:00,9.95,13634.0,United Kingdom,39.8
506959,22072,RED RETROSPOT TEA CUP AND SAUCER ,1,2010-05-05 12:05:00,7.62,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,7.62
525437,21929,JUMBO BAG PINK VINTAGE PAISLEY,2,2010-10-05 13:21:00,1.95,14663.0,United Kingdom,3.9
495898,21523,FANCY FONT HOME SWEET HOME DOORMAT,1,2010-01-27 12:31:00,6.75,16713.0,United Kingdom,6.75
550965,85174,S/4 CACTI CANDLES,2,2011-04-21 16:53:00,4.95,16750.0,United Kingdom,9.9
513397,21843,RED RETROSPOT CAKE STAND,1,2010-06-24 11:47:00,21.23,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,21.23
569371,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-10-03 15:52:00,1.25,14651.0,United Kingdom,1.25
504934,20727,LUNCH BAG  BLACK SKULL.,6,2010-04-19 11:15:00,1.45,17850.0,United Kingdom,8.7
490300,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2009-12-04 14:19:00,1.95,12970.0,United Kingdom,1.95
535407,10123G,ARMY CAMO WRAPPING TAPE,1,2010-11-26 11:20:00,1.66,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.66
511687,21843,RED RETROSPOT CAKE STAND,4,2010-06-09 15:53:00,10.95,14466.0,United Kingdom,43.8
529796,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,2010-10-29 17:17:00,2.95,13421.0,United Kingdom,17.700000000000003
568066,23294,SET OF 6 SNACK LOAF BAKING CASES,1,2011-09-23 13:48:00,0.83,14529.0,United Kingdom,0.83
508003,22184,CAKE STAND VICTORIAN FILIGREE LARGE,1,2010-05-12 11:49:00,8.5,15012.0,United Kingdom,8.5
512657,21447,12 IVORY ROSE PEG PLACE SETTINGS,1,2010-06-17 11:23:00,1.25,12835.0,United Kingdom,1.25
517104,22547,MINI JIGSAW DINOSAUR ,1,2010-07-26 15:16:00,0.42,14606.0,United Kingdom,0.42
569822,21626,VINTAGE UNION JACK PENNANT,12,2011-10-06 12:13:00,1.95,15706.0,United Kingdom,23.4
570380,21902,"KEY FOB , FRONT  DOOR ",1,2011-10-10 12:35:00,0.65,14606.0,United Kingdom,0.65
533568,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-11-18 10:32:00,4.65,14032.0,United Kingdom,18.6
574077,21683,MEDIUM MEDINA STAMPED METAL BOWL ,3,2011-11-02 15:56:00,2.95,17999.0,United Kingdom,8.850000000000001
518397,22152,PLACE SETTING WHITE STAR,24,2010-08-08 12:43:00,0.42,16444.0,United Kingdom,10.08
511668,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-06-09 14:37:00,1.65,18272.0,United Kingdom,16.5
500664,22378,WALL TIDY RETROSPOT ,1,2010-03-09 12:12:00,2.1,17841.0,United Kingdom,2.1
577078,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2011-11-17 15:17:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.26
490963,20682,RED SPOTTY CHILDS UMBRELLA,1,2009-12-08 15:49:00,6.91,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.91
580611,85049G,CHOCOLATE BOX RIBBONS ,1,2011-12-05 11:49:00,1.25,12748.0,United Kingdom,1.25
492764,82600,NO SINGING METAL SIGN,12,2009-12-18 14:31:00,2.1,16222.0,United Kingdom,25.200000000000003
534719,22837,HOT WATER BOTTLE BABUSHKA ,36,2010-11-23 17:51:00,4.25,14154.0,United Kingdom,153.0
567656,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-09-21 14:40:00,5.79,14096.0,United Kingdom,5.79
490009,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2009-12-03 12:13:00,1.25,12835.0,United Kingdom,1.25
551351,85203,HANGING WOOD AND FELT BUTTERFLY ,24,2011-04-28 10:20:00,0.36,14298.0,United Kingdom,8.64
577601,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-11-21 08:31:00,1.65,17675.0,United Kingdom,16.5
536185,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2010-11-30 12:29:00,1.95,17889.0,United Kingdom,1.95
500334,46126A,ELVIS WALLHANGING / CURTAIN,4,2010-03-07 13:37:00,1.25,12872.0,United Kingdom,5.0
570187,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-10-07 15:09:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
530422,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2010-11-03 09:36:00,20.38,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,20.38
502872,21986,PACK OF 12 PINK SPOT TISSUES ,50,2010-03-29 09:59:00,0.81,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,40.5
515951,84559B,3D SHEET OF CAT STICKERS,11,2010-07-15 18:07:00,0.85,17861.0,United Kingdom,9.35
562526,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-08-05 13:46:00,7.95,16880.0,United Kingdom,7.95
574298,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-03 15:56:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
525317,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,24,2010-10-05 11:17:00,2.95,15311.0,United Kingdom,70.80000000000001
552338,22174,PHOTO CUBE,1,2011-05-09 11:51:00,1.65,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.65
533554,22551,PLASTERS IN TIN SPACEBOY,3,2010-11-17 17:16:00,1.65,13605.0,United Kingdom,4.949999999999999
547397,20676,RED RETROSPOT BOWL,3,2011-03-22 16:55:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,7.38
565147,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,24,2011-09-01 13:53:00,0.39,16187.0,United Kingdom,9.36
541524,22515,CHILDS GARDEN SPADE PINK,6,2011-01-19 10:49:00,2.1,17091.0,United Kingdom,12.600000000000001
511065,47552A,DOTS IRONING BOARD COVER,1,2010-06-06 12:52:00,1.95,17954.0,United Kingdom,1.95
555476,21790,VINTAGE SNAP CARDS,1,2011-06-03 12:17:00,0.85,16593.0,United Kingdom,0.85
560862,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,2011-07-21 13:48:00,4.95,14085.0,United Kingdom,9.9
568046,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,3,2011-09-23 12:16:00,2.55,18118.0,United Kingdom,7.6499999999999995
557219,22522,CHILDS GARDEN FORK BLUE ,12,2011-06-17 12:39:00,0.85,14776.0,United Kingdom,10.2
581217,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2011-12-08 09:20:00,4.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.96
543448,20727,LUNCH BAG  BLACK SKULL.,7,2011-02-08 12:12:00,4.96,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,34.72
557112,21747,SMALL SKULL WINDMILL,25,2011-06-16 16:31:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,61.5
520865,17096,ASSORTED LAQUERED INCENSE HOLDERS,96,2010-08-31 14:23:00,0.21,13468.0,United Kingdom,20.16
567675,21932,SCANDINAVIAN PAISLEY PICNIC BAG,1,2011-09-21 15:54:00,1.65,15351.0,United Kingdom,1.65
526268,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2010-10-11 10:58:00,1.95,14651.0,United Kingdom,3.9
517401,21731,RED TOADSTOOL LED NIGHT LIGHT,2,2010-07-29 10:26:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.72
544335,22853,CAT BOWL VINTAGE CREAM,3,2011-02-17 19:21:00,3.25,14702.0,United Kingdom,9.75
510445,21224,SET/4 SKULL BADGES,1,2010-05-30 15:58:00,1.25,18069.0,United Kingdom,1.25
491043,35004C,SET OF 3 COLOURED  FLYING DUCKS,2,2009-12-09 09:51:00,13.0,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,26.0
539451,21167,WHITE SAGE INCENSE,2,2010-12-17 16:59:00,0.43,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.86
580730,22935,BAKING MOULD ROSE MILK CHOCOLATE,1,2011-12-05 17:28:00,6.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,6.63
579508,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3,2011-11-29 16:33:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.4899999999999998
550052,20731,POSY CANDY BAG,10,2011-04-14 12:00:00,1.25,17068.0,United Kingdom,12.5
503426,22361,GLASS JAR DAISY FRESH COTTON WOOL,3,2010-03-31 17:28:00,5.91,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,17.73
554837,71215,METAL BASE FOR CANDLES,10,2011-05-26 16:30:00,0.42,14584.0,United Kingdom,4.2
518774,21947,SET OF 6 HEART CHOPSTICKS,1,2010-08-11 15:40:00,2.51,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.51
533577,22865,HAND WARMER OWL DESIGN,10,2010-11-18 11:08:00,2.1,17377.0,United Kingdom,21.0
576329,51014A,"FEATHER PEN,HOT PINK",5,2011-11-14 15:22:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.1499999999999995
567665,22712,CARD DOLLY GIRL ,1,2011-09-21 15:22:00,0.83,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,0.83
535816,21811,CHRISTMAS HANGING HEART WITH BELL,1,2010-11-28 15:25:00,1.25,14986.0,United Kingdom,1.25
516264,21025,SPACE FROG,10,2010-07-19 12:04:00,1.25,13734.0,United Kingdom,12.5
524955,85066,CREAM SWEETHEART MINI CHEST,2,2010-10-01 13:21:00,12.75,16606.0,United Kingdom,25.5
542393,20765,CHRYSANTHEMUM SKETCHBOOK ,2,2011-01-27 15:02:00,3.75,18125.0,United Kingdom,7.5
549525,84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,1,2011-04-08 15:44:00,10.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,10.79
500166,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-03-05 09:09:00,1.95,15203.0,United Kingdom,19.5
529505,22385,JUMBO BAG SPACEBOY DESIGN,1,2010-10-28 14:19:00,1.95,15167.0,United Kingdom,1.95
492953,51012C,"FEATHER DUSTER, COAL BLACK",12,2009-12-21 15:20:00,1.25,14505.0,United Kingdom,15.0
555556,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2011-06-05 14:04:00,1.69,15704.0,United Kingdom,54.08
489597,20752,RETRO BLUE SPOTTY WASHING UP GLOVES,3,2009-12-01 14:28:00,4.3,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,12.899999999999999
505838,22333,RETRO SPORT PARTY BAG + STICKER SET,2,2010-04-26 11:25:00,1.65,17673.0,United Kingdom,3.3
514544,22518,CHILDS GARDEN BRUSH BLUE,1,2010-07-05 10:50:00,2.1,17238.0,United Kingdom,2.1
564221,21422,PORCELAIN ROSE SMALL,3,2011-08-24 09:36:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.89
532905,90200C,BLUE SWEETHEART BRACELET,1,2010-11-15 11:49:00,4.25,17811.0,United Kingdom,4.25
557764,21166,COOK WITH WINE METAL SIGN ,12,2011-06-22 14:21:00,2.08,13089.0,United Kingdom,24.96
567853,21900,"KEY FOB , SHED",7,2011-09-22 13:31:00,0.65,15484.0,United Kingdom,4.55
559916,84879,ASSORTED COLOUR BIRD ORNAMENT,40,2011-07-13 15:18:00,1.69,14201.0,United Kingdom,67.6
555502,22501,PICNIC BASKET WICKER LARGE,2,2011-06-03 15:37:00,9.95,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,19.9
515455,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,6,2010-07-12 15:00:00,2.1,15673.0,United Kingdom,12.600000000000001
524184,35400,WOODEN BOX ADVENT CALENDAR ,2,2010-09-27 17:15:00,8.95,14030.0,United Kingdom,17.9
499164,48116,DOOR MAT MULTICOLOUR STRIPE,2,2010-02-25 08:56:00,7.49,17460.0,United Kingdom,14.98
550285,21756,BATH BUILDING BLOCK WORD,3,2011-04-15 14:14:00,5.95,15249.0,United Kingdom,17.85
557771,40016,CHINESE DRAGON PAPER LANTERNS,24,2011-06-22 14:43:00,0.42,15601.0,United Kingdom,10.08
560552,22386,JUMBO BAG PINK POLKADOT,100,2011-07-19 12:54:00,1.79,15311.0,United Kingdom,169.346449999999
560926,90201C,RED ENAMEL FLOWER RING,3,2011-07-22 09:20:00,2.9,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.7
579560,20679,EDWARDIAN PARASOL RED,1,2011-11-30 11:31:00,5.95,15039.0,United Kingdom,5.95
510189,22469,HEART OF WICKER SMALL,10,2010-05-27 17:02:00,1.65,13101.0,United Kingdom,16.5
556229,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-06-09 14:43:00,0.85,12839.0,United Kingdom,8.5
509610,47556B,TEA TIME TEA TOWELS ,6,2010-05-25 08:44:00,2.95,16592.0,United Kingdom,17.700000000000003
559746,22961,JAM MAKING SET PRINTED,10,2011-07-12 11:16:00,1.45,16515.0,United Kingdom,14.5
526179,47566B,TEA TIME PARTY BUNTING,3,2010-10-10 11:41:00,4.65,13736.0,United Kingdom,13.950000000000001
576189,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-11-14 11:33:00,1.25,14684.0,United Kingdom,1.25
518219,21889,WOODEN BOX OF DOMINOES,12,2010-08-05 13:21:00,1.25,16105.0,United Kingdom,15.0
533374,22629,SPACEBOY LUNCH BOX ,6,2010-11-17 10:34:00,1.95,14049.0,United Kingdom,11.7
521798,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,12,2010-09-08 14:14:00,1.45,15615.0,United Kingdom,17.4
574672,22834,HAND WARMER BABUSHKA DESIGN,1,2011-11-06 12:25:00,2.1,13532.0,United Kingdom,2.1
514362,21843,RED RETROSPOT CAKE STAND,1,2010-07-01 17:54:00,10.95,14154.0,United Kingdom,10.95
577554,21429,RED GINGHAM ROSE JEWELLERY BOX,2,2011-11-20 15:35:00,1.95,15533.0,United Kingdom,3.9
559981,22919,HERB MARKER MINT,12,2011-07-14 11:30:00,0.65,14562.0,United Kingdom,7.800000000000001
576187,23505,PLAYING CARDS I LOVE LONDON ,4,2011-11-14 11:25:00,1.25,17228.0,United Kingdom,5.0
564058,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,36,2011-08-22 14:23:00,0.83,17676.0,United Kingdom,29.88
580956,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-12-06 14:23:00,1.65,17841.0,United Kingdom,1.65
569545,21992,VINTAGE PAISLEY STATIONERY SET,2,2011-10-04 16:37:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.92
521366,21243,PINK  SPOTTY PLATE ,1,2010-09-05 10:54:00,1.69,16782.0,United Kingdom,1.69
535407,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1,2010-11-26 11:20:00,2.51,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,2.51
531350,85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,1,2010-11-07 13:31:00,4.25,12748.0,United Kingdom,4.25
510331,22570,FELTCRAFT CUSHION RABBIT,4,2010-05-28 13:57:00,3.75,13081.0,United Kingdom,15.0
507289,21754,HOME BUILDING BLOCK WORD,1,2010-05-07 14:02:00,5.95,14535.0,United Kingdom,5.95
539982,21832,CHOCOLATE CALCULATOR,1,2010-12-23 14:40:00,1.65,15311.0,United Kingdom,1.65
497382,84519B,CARROT CHARLIE+LOLA COASTER SET,5,2010-02-09 11:50:00,2.95,14680.0,United Kingdom,14.75
540373,21078,SET/20 STRAWBERRY PAPER NAPKINS ,4,2011-01-06 17:10:00,0.85,13280.0,United Kingdom,3.4
546884,22219,LOVEBIRD HANGING DECORATION WHITE ,6,2011-03-17 18:08:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,9.78
525017,20717,STRAWBERRY SHOPPER BAG,10,2010-10-03 11:35:00,1.25,13014.0,United Kingdom,12.5
559139,16237,SLEEPING CAT ERASERS,90,2011-07-06 13:41:00,0.16,15061.0,United Kingdom,14.4
575075,23356,LOVE HOT WATER BOTTLE,4,2011-11-08 13:19:00,5.95,13975.0,United Kingdom,23.8
531815,85141,JARDIN ETCHED GLASS FRUITBOWL,1,2010-11-09 16:51:00,10.75,14217.0,United Kingdom,10.75
555925,23107,WHITE HEARTS WIRE PLANT POT HOLDER,1,2011-06-07 17:13:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
527130,22207,FRYING PAN UNION FLAG,4,2010-10-15 09:31:00,4.25,15296.0,United Kingdom,17.0
499246,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,1,2010-02-25 13:40:00,3.81,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.81
506871,22360,GLASS JAR ENGLISH CONFECTIONERY,2,2010-05-04 15:48:00,5.91,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,11.82
525474,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,2010-10-05 15:17:00,2.95,15795.0,United Kingdom,17.700000000000003
531260,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2010-11-07 11:44:00,3.75,18083.0,United Kingdom,3.75
574832,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-11-07 11:29:00,3.75,17183.0,United Kingdom,90.0
581217,84378,SET OF 3 HEART COOKIE CUTTERS,2,2011-12-08 09:20:00,2.46,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.92
581123,48138,DOORMAT UNION FLAG,2,2011-12-07 12:34:00,8.25,15750.0,United Kingdom,16.5
503614,21895,POTTING SHED SOW 'N' GROW SET,4,2010-04-06 11:17:00,4.25,14481.0,United Kingdom,17.0
494392,20979,36 PENCILS TUBE RED SPOTTY,16,2010-01-14 10:21:00,1.25,16414.0,United Kingdom,20.0
520584,79320,FLAMINGO LIGHTS,4,2010-08-27 10:40:00,4.95,12839.0,United Kingdom,19.8
504936,84913B,MINT GREEN ROSE TOWEL,1,2010-04-19 11:23:00,3.36,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,3.36
511239,20727,LUNCH BAG  BLACK SKULL.,10,2010-06-07 12:31:00,1.65,13313.0,United Kingdom,16.5
581217,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-12-08 09:20:00,3.75,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,15.0
501919,21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,6,2010-03-22 10:21:00,2.95,13148.0,United Kingdom,17.700000000000003
514511,84584,PINK GINGHAM CAT WITH SCARF,2,2010-07-04 13:31:00,2.55,16032.0,United Kingdom,5.1
515183,10120,DOGGY RUBBER,3,2010-07-08 20:00:00,0.21,16549.0,United Kingdom,0.63
526513,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,2010-10-12 11:04:00,0.85,15039.0,United Kingdom,6.8
574936,22759,SET OF 3 NOTEBOOKS IN PARCEL,4,2011-11-07 17:06:00,1.65,13066.0,United Kingdom,6.6
538844,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,5,2010-12-14 13:19:00,3.75,14680.0,United Kingdom,18.75
559200,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-07-07 10:36:00,0.95,13291.0,United Kingdom,1.9
513793,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2010-06-28 15:31:00,1.25,17576.0,United Kingdom,7.5
520745,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2010-08-31 10:47:00,1.95,14032.0,United Kingdom,23.4
513555,37446,MINI CAKE STAND WITH HANGING CAKES,4,2010-06-25 13:17:00,1.45,13291.0,United Kingdom,5.8
576054,20617,FIRST CLASS PASSPORT COVER ,1,2011-11-13 14:55:00,2.1,15787.0,United Kingdom,2.1
572306,21975,PACK OF 60 DINOSAUR CAKE CASES,1,2011-10-23 15:11:00,0.55,17841.0,United Kingdom,0.55
556184,21174,POTTERING IN THE SHED METAL SIGN,12,2011-06-09 11:39:00,2.08,16592.0,United Kingdom,24.96
567878,20978,36 PENCILS TUBE SKULLS,4,2011-09-22 14:42:00,1.25,16910.0,United Kingdom,5.0
502643,22349,"DOG BOWL , CHASING BALL DESIGN",2,2010-03-25 16:43:00,3.75,15549.0,United Kingdom,7.5
566602,23322,LARGE WHITE HEART OF WICKER,1,2011-09-13 16:05:00,5.79,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,5.79
573328,85040A,S/4 PINK FLOWER CANDLES IN BOWL,4,2011-10-30 11:09:00,1.65,16601.0,United Kingdom,6.6
556459,22192,BLUE DINER WALL CLOCK,1,2011-06-10 17:25:00,16.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,16.63
577493,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-11-20 12:13:00,0.85,17323.0,United Kingdom,8.5
496978,85152,HAND OVER THE CHOCOLATE   SIGN ,6,2010-02-05 09:53:00,2.1,15326.0,United Kingdom,12.600000000000001
527285,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,3,2010-10-15 13:47:00,1.25,17822.0,United Kingdom,3.75
533955,22601,CHRISTMAS RETROSPOT ANGEL WOOD,5,2010-11-19 12:45:00,0.85,17756.0,United Kingdom,4.25
545717,20886,BOX OF 9 PEBBLE CANDLES,1,2011-03-07 10:15:00,4.13,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,4.13
534164,21355,TOAST ITS - I LOVE YOU ,1,2010-11-21 13:13:00,1.25,16241.0,United Kingdom,1.25
545702,84218,BOX/12 CHICK & EGG IN BASKET,1,2011-03-06 15:21:00,1.95,14247.0,United Kingdom,1.95
536796,22619,SET OF 6 SOLDIER SKITTLES,1,2010-12-02 15:46:00,3.75,15574.0,United Kingdom,3.75
579167,23342,MINT DINER WALL CLOCK,1,2011-11-28 14:06:00,8.5,16800.0,United Kingdom,8.5
527392,22898,CHILDRENS APRON APPLES DESIGN,3,2010-10-17 13:28:00,1.95,14044.0,United Kingdom,5.85
504407,21927,BLUE/CREAM STRIPE CUSHION COVER ,2,2010-04-13 11:58:00,1.25,14527.0,United Kingdom,2.5
553006,20674,GREEN POLKADOT BOWL,8,2011-05-12 16:45:00,1.25,15544.0,United Kingdom,10.0
547867,84917,WHITE HAND TOWEL WITH BUTTERFLY,2,2011-03-27 13:56:00,5.95,13357.0,United Kingdom,11.9
523960,22198,LARGE POPCORN HOLDER ,3,2010-09-26 12:51:00,1.65,16340.0,United Kingdom,4.949999999999999
572549,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,2011-10-24 17:03:00,1.25,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.25
542541,21454,PAINTED PINK RABBIT ,1,2011-01-28 14:25:00,1.63,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,1.63
568066,23365,SET 12 COLOUR PENCILS LOVE LONDON,1,2011-09-23 13:48:00,0.65,14529.0,United Kingdom,0.65
547042,22189,CREAM HEART CARD HOLDER,1,2011-03-20 11:00:00,8.29,WHITE HANGING HEART T-LIGHT HOLDER,United Kingdom,8.29
491758,21827,EIGHT PIECE CREEPY CRAWLIE SET,14,2009-12-14 12:24:00,1.25,17908.0,United Kingdom,17.5
558204,21471,STRAWBERRY RAFFIA FOOD COVER,6,2011-06-27 13:58:00,3.75,18193.0,United Kingdom,22.5
